tick,iso8601,date,location type,location coordinates,agent infected,age of agent infected,activity of agent infected,agent responsible,age of agent responsible,activity of agent responsible
214,02/24/2020T11:40:00 ,2020-02-24,House,"(4025723.7519920086, 2969527.8704686495)",5f80467507d046a28ab94453d0d8f3d2,3,House,25b870cc832d4c7bb1b31f057a219642,3,House
264,02/24/2020T20:00:00 ,2020-02-24,Cinema or Theatre,"(4024164.815021868, 2942536.9041954754)",f9f55e22826846ae93f919ca8865971d,68,Cinema or Theatre,b0be3a0ff99c4912b855722596a464ab,29,Cinema or Theatre
278,02/24/2020T22:20:00 ,2020-02-24,House,"(4040845.228100223, 2950610.1354052094)",07938b07321c4824aed8cc6ab157bfd7,40,House,a74deb2a0e8b461dae41463522d37e94,37,House
334,02/25/2020T07:40:00 ,2020-02-25,Public Transport,"(4068386.071423919, 2964077.4228770565)",7ba84b32f8384b9abb9e49ab0584ffb3,13,Public Transport,bb14ffc2306c41ce8dcefd8834d979c8,17,Public Transport
336,02/25/2020T08:00:00 ,2020-02-25,Care Home,"(4037453.2053129775, 2937056.023135647)",47edda33fa8d4a1d96c0d25540e9b8e0,34,Work,2e399d364efe4b4ab0d1862eb3d732b6,92,House
339,02/25/2020T08:30:00 ,2020-02-25,OW Technical,"(4029336.3388687093, 2939714.7951854286)",1038f2200f5642768616f5d463550009,47,Work,4a6e534bcfe9433db45cc45dd0ac64ef,55,Work
342,02/25/2020T09:00:00 ,2020-02-25,OW Manufacturing,"(4029489.4124740595, 2938081.002816308)",b08c818b95f640f181b555d026af53ff,58,Work,64ee8140971646018aa5913de87ac07c,37,Work
344,02/25/2020T09:20:00 ,2020-02-25,OW Technical,"(4040576.352754634, 2950409.020158856)",1ce9928a42dd47e9950fb043eed95c8e,45,Work,f5396f2128c5413a8e246e3ce1ea1795,24,Work
348,02/25/2020T10:00:00 ,2020-02-25,OW Technical,"(4040576.352754634, 2950409.020158856)",08c26329cce54abd9106ccfba4da24ad,47,Work,f5396f2128c5413a8e246e3ce1ea1795,24,Work
350,02/25/2020T10:20:00 ,2020-02-25,OW Technical,"(4029336.3388687093, 2939714.7951854286)",767248635c0a4b54b8775b03b48b6e94,37,Work,4a6e534bcfe9433db45cc45dd0ac64ef,55,Work
351,02/25/2020T10:30:00 ,2020-02-25,OW Finance,"(4031808.3372351187, 2948840.760078776)",d4e8473eceda41b4a561593c279c2e62,30,Work,a3d9fe7172f34a4ba1bd41ad71f6df10,44,Work
351,02/25/2020T10:30:00 ,2020-02-25,OW Technical,"(4042385.338412762, 2964867.907205911)",debd74d161f24a0c817181155f1337fd,50,Work,dad9cd41bc7e4faca32e7cea3299e00f,34,Work
359,02/25/2020T11:50:00 ,2020-02-25,OW ICT,"(4032441.4759001695, 2956196.1164992433)",164eb3d5fbda47b58d09f7bc9ebc84a3,24,Work,f889a9eb281041f6ba85e2e6fa03f277,39,Work
362,02/25/2020T12:20:00 ,2020-02-25,OW Transport,"(4036925.7926761922, 2953288.1801739256)",e8a6e57631a845068eb9fe485864a136,30,Work,2c9a548daf714247a6bc081862ccac1d,30,Work
365,02/25/2020T12:50:00 ,2020-02-25,OW Technical,"(4042385.338412762, 2964867.907205911)",ea64e80dac544439bdec79d580986471,26,Work,dad9cd41bc7e4faca32e7cea3299e00f,34,Work
369,02/25/2020T13:30:00 ,2020-02-25,Secondary School,"(4042422.036577705, 2949821.876765724)",c8e597a8fd184b45920821c144c55b82,38,Work,7d09f4844d5b4edfaf33c4d92b29e684,16,School
372,02/25/2020T14:00:00 ,2020-02-25,OW Technical,"(4029336.3388687093, 2939714.7951854286)",750a45e007994684a6c072351b1b8d47,34,Work,4a6e534bcfe9433db45cc45dd0ac64ef,55,Work
377,02/25/2020T14:50:00 ,2020-02-25,OW Technical,"(4029336.3388687093, 2939714.7951854286)",3a4448fd6bfa4213a6331d21091e0ec9,44,Work,4a6e534bcfe9433db45cc45dd0ac64ef,55,Work
