tick,iso8601,date,location type,location coordinates,agent infected,age of agent infected,activity of agent infected,agent responsible,age of agent responsible,activity of agent responsible
27,02/23/2020T04:30:00 ,2020-02-23,House,"(4040232.0697789956, 2952379.69853104)",f3cf46d15ef447acb59e4f5ee2a924ed,55,House,8c19e1330a9042daa184060cfbeabbf6,46,House
58,02/23/2020T09:40:00 ,2020-02-23,House,"(4042053.318340896, 2949642.0406663013)",c4720776b1a34b9d8f5b07facf9fa147,26,House,500369cce9884f7c9836d5c099242d76,7,House
67,02/23/2020T11:10:00 ,2020-02-23,OW Transport,"(4023952.262741014, 2946612.5135440743)",1be179e8d4214581be14f972aaded7c0,22,Work,69aac291e1e045a08df0a1e9429253f8,32,Work
75,02/23/2020T12:30:00 ,2020-02-23,Care Home,"(4040325.7964863614, 2951394.361675568)",3de51d5603d74f74b3fce4dfe2614cc0,95,House,9f199343bae54899865647bb0011f4c3,5,Work
122,02/23/2020T20:20:00 ,2020-02-23,Cinema or Theatre,"(4049601.251525833, 2942657.59426636)",c1274d6b9910497db9ec549a41bcc6d3,65,Cinema or Theatre,e32a0ba4086b4653a1c1ee5d3f621fd6,21,Cinema or Theatre
134,02/23/2020T22:20:00 ,2020-02-23,House,"(4029936.124705411, 2939779.4681743947)",11d2cf7fdea54d5ebebb7d1381fb4723,1,House,5362bd8cb5904ba2a6ab34e1d1cffed3,25,House
167,02/24/2020T03:50:00 ,2020-02-24,House,"(4042897.1572373635, 2949044.3295752616)",ea0a389cb4e04ce5ab0b31f6a4de1b82,24,House,8363cc18d59d408dbbf05d3272a22c03,34,House
202,02/24/2020T09:40:00 ,2020-02-24,House,"(4040504.9213652248, 2974288.250336693)",2a78c5fe8ce74d36afef3733b4bbcb40,46,House,c773a02508624b43b021dba2370f0d1f,45,House
206,02/24/2020T10:20:00 ,2020-02-24,Indoor Sport,"(4042186.389706415, 2978881.4645700343)",9f013817c4744098a98dac484c13250a,21,Indoor Sport,f594923b5bac49a589755bc7f120d787,24,Indoor Sport
217,02/24/2020T12:10:00 ,2020-02-24,Shop,"(4040436.861396088, 2951662.8179686847)",f765fe76d166436885bc6baea965b790,39,Shop,f02f2e7ecd56487d987fdfaa02425c5d,28,Shop
272,02/24/2020T21:20:00 ,2020-02-24,House,"(4029132.1399763366, 2939537.9842547555)",7894b0f0618f4fc183899e0e67aab329,53,House,50840caee5a848f5a906e91136128041,2,Visit
339,02/25/2020T08:30:00 ,2020-02-25,OW Manufacturing,"(4042160.6229046728, 2949315.4739306355)",a49065d3e91b4c7bb7da88caeeaef7a8,37,Work,71fc2b2eda4640938dd6aa238ef6e7d1,51,Work
344,02/25/2020T09:20:00 ,2020-02-25,OW Manufacturing,"(4042160.6229046728, 2949315.4739306355)",9da6ecc9c26c4b14baaea9e526f18bdc,36,Work,71fc2b2eda4640938dd6aa238ef6e7d1,51,Work
351,02/25/2020T10:30:00 ,2020-02-25,OW Administration,"(4042565.7849660884, 2944264.5107824113)",b6fb41737e4946ec83d661875e1026d3,24,Work,5765b7987cd9415a8c3b6f556c5bde74,11,Work
357,02/25/2020T11:30:00 ,2020-02-25,OW Trade,"(4027578.745585119, 2956819.630592595)",9271306c40b749c4b58173baee5d703d,45,Work,a1a8e26471344343b9b3b508ee647c7b,30,Work
358,02/25/2020T11:40:00 ,2020-02-25,OW Transport,"(4023952.262741014, 2946612.5135440743)",5d14962d323441259c28e17856b9184c,56,Work,69aac291e1e045a08df0a1e9429253f8,32,Work
359,02/25/2020T11:50:00 ,2020-02-25,OW Manufacturing,"(4042160.6229046728, 2949315.4739306355)",17217a5cf6c94d4e9a98a3cdb612edaf,51,Work,71fc2b2eda4640938dd6aa238ef6e7d1,51,Work
360,02/25/2020T12:00:00 ,2020-02-25,OW Administration,"(4037568.2162459386, 2936425.764823359)",bcdd8ef1e7774f9ab35f12d84127fb8a,33,Work,630d6b21e7c44c4584ec1d5598495119,20,Work
361,02/25/2020T12:10:00 ,2020-02-25,OW Transport,"(4039479.784971022, 2948380.782033085)",032a5c1cd37e45349db4f64c09be3d91,27,Work,6a62ae976eb64214af95049761535fe2,48,Work
367,02/25/2020T13:10:00 ,2020-02-25,OW Transport,"(4023476.830878058, 2945933.648883772)",aaef70fa03a44b9ea968132cfba13cd9,33,Work,41f60d7e88b7473bb21f104f0129f9f6,59,Work
400,02/25/2020T18:40:00 ,2020-02-25,House,"(4063062.313953841, 2965796.5859314403)",484ac9c20026418b80e5634c184d737e,76,House,ef103ad9602944b48349be254904b7e8,7,House
431,02/25/2020T23:50:00 ,2020-02-25,House,"(4040819.279765947, 2949714.2226075465)",c5685deaeeaf478ca320cb7d91ff7a78,0,House,2665f9d92fc5478cb829124754dcf706,2,House
484,02/26/2020T08:40:00 ,2020-02-26,OW Manufacturing,"(4042160.6229046728, 2949315.4739306355)",4a0dcb30a41941e8b718c25cf9f2f0d5,46,Work,71fc2b2eda4640938dd6aa238ef6e7d1,51,Work
492,02/26/2020T10:00:00 ,2020-02-26,OW Trade,"(4027578.745585119, 2956819.630592595)",150311cd5a8e44edb42a029cc485dd7b,39,Work,a1a8e26471344343b9b3b508ee647c7b,30,Work
495,02/26/2020T10:30:00 ,2020-02-26,OW Transport,"(4039479.784971022, 2948380.782033085)",93ddb3d787fa4110930be0f9dbe6e9b1,27,Work,6a62ae976eb64214af95049761535fe2,48,Work
497,02/26/2020T10:50:00 ,2020-02-26,OW Transport,"(4037570.151441981, 2961455.720818604)",f64562023d614ff6a0fa9b5d916cc731,43,Work,1271e53350fb4f8db749c7c99bdd8059,3,Work
497,02/26/2020T10:50:00 ,2020-02-26,OW Transport,"(4035345.718561976, 2958186.5081834854)",4a4cdf9500e34d118ecfea1e48b9a3db,27,Work,0dabc004c6694ed0a70f2b51be54d30a,36,Work
499,02/26/2020T11:10:00 ,2020-02-26,OW Transport,"(4039479.784971022, 2948380.782033085)",882fe495230143eb9b00d9cda4a3b432,57,Work,6a62ae976eb64214af95049761535fe2,48,Work
501,02/26/2020T11:30:00 ,2020-02-26,OW Finance,"(4043181.038674494, 2952400.1544259866)",55ab0e3fd16e45d383f2c3f49b8e9bc6,51,Work,039e73fadd194fec8e831cc9f53abacb,37,Work
