tick,iso8601,date,location type,location coordinates,agent infected,age of agent infected,activity of agent infected,agent responsible,age of agent responsible,activity of agent responsible
24,02/23/2020T04:00:00 ,2020-02-23,House,"(4037276.2022406636, 2938024.143095894)",37062e5b28de49178b75586bfdff8ece,46,House,c759fd4c2de8422380a8dc0968c44169,27,House
70,02/23/2020T11:40:00 ,2020-02-23,House,"(4033014.334127571, 2976816.520345584)",f90f30136fc24d1ca1c836f084b0e125,15,House,7e31aa591e1b4c0d8acbf2dfd8c95907,19,House
172,02/24/2020T04:40:00 ,2020-02-24,House,"(4039380.891844698, 2949122.3290474922)",1a29debf6be149c487b6db6b723c19e5,16,House,a84c2281ec524e808f49442c5541a1ef,29,Visit
211,02/24/2020T11:10:00 ,2020-02-24,Public Transport,"(4042171.7267230293, 2949661.549120008)",f8d70f7cb1fd4edf9709d5aa125ac335,5,Public Transport,14ef373a6bac4ab29703c8968d0c8275,7,Public Transport
219,02/24/2020T12:30:00 ,2020-02-24,Restaurant,"(4041546.9416523483, 2947794.129069698)",6b13abc8b256496e90ff218b8018e560,50,Restaurant,4e7a1b64f714476db753b112a4999f3e,33,Work
228,02/24/2020T14:00:00 ,2020-02-24,Restaurant,"(4035599.9108650032, 2953758.6946188924)",b2ffb2328eda449e94933befbe6ef35f,40,Restaurant,65996532cbb847aba22ad9363586cfa3,37,Restaurant
266,02/24/2020T20:20:00 ,2020-02-24,Cinema or Theatre,"(4036282.744160627, 2941090.3846267243)",2455a5f026eb465a8d75a28cd4954fe4,13,Cinema or Theatre,94396696770e4f41bcf853f792a25bfd,45,Cinema or Theatre
283,02/24/2020T23:10:00 ,2020-02-24,Restaurant,"(4036090.4536432647, 2953122.9725730577)",091a7c8bf8794a97861e21aa5514a8e8,5,Restaurant,b5d33c6191f1435088bb2b2c3aeeec10,14,Restaurant
343,02/25/2020T09:10:00 ,2020-02-25,Secondary School,"(4044635.930619699, 2979485.285042138)",936fd71d1624423abb824684f59ddfe6,14,School,b17d9408b709433ab34281efd0e5f371,18,School
345,02/25/2020T09:30:00 ,2020-02-25,OW Transport,"(4038628.9616171187, 2948312.9929351257)",89b99ecde875493a8e328a5e2c4f0328,25,Work,598d3fba4024492c88a28f4dc464679d,46,Work
345,02/25/2020T09:30:00 ,2020-02-25,OW Transport,"(4038628.9616171187, 2948312.9929351257)",5e0c1b1f07cd405abe6a658987af9ac1,48,Work,598d3fba4024492c88a28f4dc464679d,46,Work
346,02/25/2020T09:40:00 ,2020-02-25,Secondary School,"(4044635.930619699, 2979485.285042138)",704d6d4082ba429f9f7eac937680e3c4,28,School,b17d9408b709433ab34281efd0e5f371,18,School
351,02/25/2020T10:30:00 ,2020-02-25,OW Transport,"(4038628.9616171187, 2948312.9929351257)",c86fc7ae96c040a49a8db7e64b436fc8,57,Work,598d3fba4024492c88a28f4dc464679d,46,Work
355,02/25/2020T11:10:00 ,2020-02-25,OW Transport,"(4038628.9616171187, 2948312.9929351257)",ecd3333368a64e2ab15f7902fb95b0f0,23,Work,598d3fba4024492c88a28f4dc464679d,46,Work
356,02/25/2020T11:20:00 ,2020-02-25,Secondary School,"(4043721.3489549314, 2948267.2619120292)",90ca27b2921f439981399e3faf270355,12,School,b42444eba19a4c92ab7e5aec53a690fd,22,School
357,02/25/2020T11:30:00 ,2020-02-25,OW Finance,"(4063619.551379951, 2972971.402912922)",9879bc036b994ef0af1af14d7ffea39e,27,Work,b9db499bb740492580b4f2c4c64673d0,47,Work
357,02/25/2020T11:30:00 ,2020-02-25,OW Finance,"(4044531.4605464838, 2952372.0846428555)",44e14bf2f748454faaf72212f4f05e12,31,Work,5cc87e876d164a6b8207ea79e037be49,35,Work
359,02/25/2020T11:50:00 ,2020-02-25,Shop,"(4040617.0940002482, 2950915.3136113323)",15842fefbb1a4fa2a19c5d6435f21e62,47,Work,1e0445defd7f474e8217e797c939efa2,54,Work
