tick,iso8601,date,location type,location coordinates,agent infected,age of agent infected,activity of agent infected,agent responsible,age of agent responsible,activity of agent responsible
51,02/23/2020T08:30:00 ,2020-02-23,House,"(4037611.1969297593, 2938967.958171759)",9d32175c7be44dfd83ed958dc6fe3639,38,House,4799ebd37ada4815bbf26dbe1c705e91,45,House
128,02/23/2020T21:20:00 ,2020-02-23,Cinema or Theatre,"(4037702.1715546832, 2937235.083748685)",c3291325baa64889a69fffd09e7747b0,34,Cinema or Theatre,7560d10be06d4e51a39f42cf95f0d965,4,Cinema or Theatre
142,02/23/2020T23:40:00 ,2020-02-23,House,"(4036103.709103596, 2952368.7666281774)",d7b1420ca7704558be38376dcba3f4bc,34,House,84ab66b77eae447fb85a0254e05c3176,53,House
193,02/24/2020T08:10:00 ,2020-02-24,House,"(4042703.0561650554, 2950222.364607797)",3b365f1f24ef47149d07e9c1d68f1da6,54,Visit,08f5dc807bb74aada26b91cc73710700,43,House
219,02/24/2020T12:30:00 ,2020-02-24,Restaurant,"(4044258.967320328, 2980184.7503988408)",c0a7d4959cd248dc88a72aef0d74bfda,25,Work,0a169591a03f4a9ea1ee13be4fcd5d5a,30,Restaurant
224,02/24/2020T13:20:00 ,2020-02-24,Public Transport,"(4040967.7745272988, 2943113.8679681597)",e8c387e8887a444baa696094a447f110,5,Public Transport,5a05f6eb777b4480af62914b6123c56d,11,Public Transport
238,02/24/2020T15:40:00 ,2020-02-24,Public Transport,"(4034968.6650719387, 2937716.9167578984)",2d8938c3d15a427d8130f461936a7e05,16,Public Transport,5ad65499a22f40608515559578e1e74c,31,Public Transport
239,02/24/2020T15:50:00 ,2020-02-24,Indoor Sport,"(4037125.445594778, 2937436.158307564)",ed796c3d575f4827bbf4ae390d176574,16,Indoor Sport,11d6f6a61e304861af1028b053e29af4,39,Indoor Sport
261,02/24/2020T19:30:00 ,2020-02-24,Public Transport,"(4041944.682001841, 2958873.7968332064)",27fda3b125bc4f67af1367b35fd20a6f,70,Public Transport,0daa51faf67349018782240094117fc7,70,Public Transport
266,02/24/2020T20:20:00 ,2020-02-24,Restaurant,"(4025957.6940468135, 2942163.4553634827)",2511c6fd06204d9d8fec8627be26ff84,50,Restaurant,bc6fafb0a6404028b96f51b21925c1e1,43,Restaurant
270,02/24/2020T21:00:00 ,2020-02-24,Cinema or Theatre,"(4038124.4043258866, 2953430.4800584754)",fc99eeb7273940d7a9633299e9fc36cb,60,Cinema or Theatre,bc6fafb0a6404028b96f51b21925c1e1,43,Cinema or Theatre
281,02/24/2020T22:50:00 ,2020-02-24,Restaurant,"(4038926.77175329, 2978336.9220723542)",f9a2d253d55b41f1ab23270064d24682,20,Restaurant,31228f1a0c1a4580a8c2b96576e5d053,44,Restaurant
281,02/24/2020T22:50:00 ,2020-02-24,House,"(4041642.9290115694, 2957451.722770495)",0b77c895d646458593351f115af63080,34,House,eb9b2c35bca34802bfa7a4a8f6ac57fb,8,House
342,02/25/2020T09:00:00 ,2020-02-25,Secondary School,"(4023142.4257612666, 2942729.4718882735)",77f2aad3d528464ebaa04f26602dbc2c,16,School,d452d5be32844c0995f85bdf27603a4a,26,School
343,02/25/2020T09:10:00 ,2020-02-25,OW Administration,"(4050750.502660217, 2961585.7500737477)",e2be7bfec16842b2bb85b6bda62855c7,19,Work,c3291325baa64889a69fffd09e7747b0,34,Work
344,02/25/2020T09:20:00 ,2020-02-25,OW Administration,"(4050750.502660217, 2961585.7500737477)",90bd731a239441ae8ae04e579b063933,47,Work,c3291325baa64889a69fffd09e7747b0,34,Work
348,02/25/2020T10:00:00 ,2020-02-25,Shop,"(4029926.9611062193, 2938957.9368249387)",3d537e0faa674eeab2e90f48d5de2216,44,Shop,bc6fafb0a6404028b96f51b21925c1e1,43,Work
354,02/25/2020T11:00:00 ,2020-02-25,Shop,"(4029926.9611062193, 2938957.9368249387)",f636b3d7434247de96802d5957ff2e82,36,Work,bc6fafb0a6404028b96f51b21925c1e1,43,Work
354,02/25/2020T11:00:00 ,2020-02-25,Primary School,"(4023416.866806322, 2944195.5507483687)",fdbbec94503a45f0932ea092d9327ea4,10,School,394776e9f44641f49436768b4f8086cd,4,School
355,02/25/2020T11:10:00 ,2020-02-25,Restaurant,"(4042946.5373797133, 2950929.982856054)",5e7f6d13ab2d416eb12a57ee49889ba8,62,Work,08f5dc807bb74aada26b91cc73710700,43,Work
357,02/25/2020T11:30:00 ,2020-02-25,Restaurant,"(4042946.5373797133, 2950929.982856054)",4b700cbecacc423e83824e2fe7e3a913,31,Work,08f5dc807bb74aada26b91cc73710700,43,Work
357,02/25/2020T11:30:00 ,2020-02-25,Secondary School,"(4028061.127772528, 2991130.341834832)",5b1ea3533c9447729f58dc5d02061d18,47,Work,6a6c1413e2db4eeb8b3fca40a72a181a,19,School
359,02/25/2020T11:50:00 ,2020-02-25,OW Manufacturing,"(4020931.591406191, 2973422.9253962007)",496b8159171b4eb0ac0c022fad2712df,20,Work,251405afb00f453a9dcf2419f5fa3bea,60,Work
373,02/25/2020T14:10:00 ,2020-02-25,OW Finance,"(4029120.470821638, 2940528.7329963497)",901609088a7a47958b7623f391e8947f,50,Work,f8b702a7bed542c3ac57ec106a41c7e5,31,Work
374,02/25/2020T14:20:00 ,2020-02-25,Restaurant,"(4042946.5373797133, 2950929.982856054)",800583afb791405eb97d6b43d0e445ea,35,Work,08f5dc807bb74aada26b91cc73710700,43,Work
374,02/25/2020T14:20:00 ,2020-02-25,Restaurant,"(4042946.5373797133, 2950929.982856054)",26617e4cda6845c4aa1e8bd00803a35e,67,Work,08f5dc807bb74aada26b91cc73710700,43,Work
375,02/25/2020T14:30:00 ,2020-02-25,OW Finance,"(4034109.8853960186, 2942095.817738524)",6b085ff5aa9a4dd69aade148b73952e2,47,Work,772bc00e1b7d4cce989d3acddea2d99b,41,Work
381,02/25/2020T15:30:00 ,2020-02-25,Public Transport,"(4032718.2565802145, 2943226.028016005)",fcd6a94d7f1c46e8ab48db6c19948cca,19,Public Transport,4bd2d7f2bead45c5a09dd647e17e0110,58,Public Transport
404,02/25/2020T19:20:00 ,2020-02-25,House,"(4019715.740795994, 2945981.922643002)",e84eace88a7545aba3edb1129dfaa4a7,3,House,93dc05dbcaca450db763878a3f28638e,45,House
487,02/26/2020T09:10:00 ,2020-02-26,OW Finance,"(4034109.8853960186, 2942095.817738524)",e90b6790518245ada64bba0dab09397e,47,Work,772bc00e1b7d4cce989d3acddea2d99b,41,Work
497,02/26/2020T10:50:00 ,2020-02-26,Medical,"(4037704.102111779, 2952494.296939954)",c08b8d10ff7f41f3b4aa26b6c08f7ab4,27,Work,7df2662f9a2d46679937f553371435c3,33,Work
498,02/26/2020T11:00:00 ,2020-02-26,Restaurant,"(4042946.5373797133, 2950929.982856054)",46c1d5dfa1e249ab90d7c3308f2b817d,39,Work,08f5dc807bb74aada26b91cc73710700,43,Work
498,02/26/2020T11:00:00 ,2020-02-26,Shop,"(4029926.9611062193, 2938957.9368249387)",b57444320dd3491395eab1fb2044bbd3,42,Work,bc6fafb0a6404028b96f51b21925c1e1,43,Work
504,02/26/2020T12:00:00 ,2020-02-26,OW Administration,"(4050750.502660217, 2961585.7500737477)",92b1f7953b6b46f3b211cfdf7d94cd9f,41,Work,c3291325baa64889a69fffd09e7747b0,34,Work
506,02/26/2020T12:20:00 ,2020-02-26,OW Administration,"(4042228.8612329457, 2972693.9192067324)",384f235cf4fc4048a510265c13c29718,27,Work,f955dcbef42748d8a077a6448c363ed3,53,Work
514,02/26/2020T13:40:00 ,2020-02-26,OW Finance,"(4034109.8853960186, 2942095.817738524)",c582e9182e394e459731feaa1807ed26,25,Work,772bc00e1b7d4cce989d3acddea2d99b,41,Work
516,02/26/2020T14:00:00 ,2020-02-26,OW Transport,"(4039415.599135193, 2946617.6067486545)",a6c46cc4cd354462beaac172a3d9bea3,22,Work,9b7ad349ec734d0291cc75737b5b4aa4,34,Work
519,02/26/2020T14:30:00 ,2020-02-26,OW Finance,"(4034109.8853960186, 2942095.817738524)",9596212e0aa742879851ace1e825adcd,34,Work,772bc00e1b7d4cce989d3acddea2d99b,41,Work
533,02/26/2020T16:50:00 ,2020-02-26,OW Finance,"(4034109.8853960186, 2942095.817738524)",0a63825febfc4604b62120f8b26c2764,27,Work,772bc00e1b7d4cce989d3acddea2d99b,41,Work
537,02/26/2020T17:30:00 ,2020-02-26,Restaurant,"(4042946.5373797133, 2950929.982856054)",40163cf01aad48929fbaee6c072c625a,21,Work,08f5dc807bb74aada26b91cc73710700,43,Work
576,02/27/2020T00:00:00 ,2020-02-27,House,"(4029456.2092031213, 2940475.3705737027)",961a913eca924257ad57f452734c7519,9,House,bc6fafb0a6404028b96f51b21925c1e1,43,House
580,02/27/2020T00:40:00 ,2020-02-27,House,"(4037439.9833441963, 2952713.0747980773)",9386776cd5f9493d9b984f81429bf89b,13,House,5107c9d8a54043f5b92b9e373ae5ee50,52,House
591,02/27/2020T02:30:00 ,2020-02-27,House,"(4048823.4807667895, 2951806.0872309017)",34f8017daf4b44bcb16fc6adef028204,56,House,811c7bfd9cf34f96bc5370f858f53e01,57,House
609,02/27/2020T05:30:00 ,2020-02-27,House,"(4029456.2092031213, 2940475.3705737027)",de1bd281057b4409ab072d3a040104eb,9,House,bc6fafb0a6404028b96f51b21925c1e1,43,House
624,02/27/2020T08:00:00 ,2020-02-27,OW Administration,"(4050750.502660217, 2961585.7500737477)",6352e63f1b2447ac88ca60265c2ce385,37,Work,c3291325baa64889a69fffd09e7747b0,34,Work
632,02/27/2020T09:20:00 ,2020-02-27,OW Administration,"(4050750.502660217, 2961585.7500737477)",aee305411afa48d9b13aa6e5ce505a80,29,Work,c3291325baa64889a69fffd09e7747b0,34,Work
632,02/27/2020T09:20:00 ,2020-02-27,Secondary School,"(4040421.078865085, 2964491.0029792064)",ae7c3e084e3a4d02a1ab038f1bd5c9e2,16,School,5cbaf78a2e6243daa6822f77104cdb61,18,School
