tick,iso8601,date,location type,location coordinates,agent infected,age of agent infected,activity of agent infected,agent responsible,age of agent responsible,activity of agent responsible
32,02/23/2020T05:20:00 ,2020-02-23,House,"(4045065.062335133, 2980261.0861684876)",055177fae55b43848024123e052cca06,19,House,f037d32fc3534230be4bf497e73fb47f,26,House
81,02/23/2020T13:30:00 ,2020-02-23,Restaurant,"(4044401.155096826, 2979379.0977992285)",32f252357b934dc5aa35fe10b9ef7311,51,Restaurant,0a9b8364531d49c39631d649f5a744af,42,Restaurant
93,02/23/2020T15:30:00 ,2020-02-23,House,"(4044192.1995575107, 2967225.776208232)",094bb2280b3f4fc7a8fb4b723e1c7875,12,House,ab2be7a06eff4b75a1513980b6d4648d,14,House
261,02/24/2020T19:30:00 ,2020-02-24,House,"(4040316.6900057807, 2978785.964291015)",078f537b219148149d854eb89a53ef19,19,House,a3cd6bca7d864800bd171e4fb5348370,2,House
267,02/24/2020T20:30:00 ,2020-02-24,House,"(4042393.345267194, 2950089.6839911304)",d4b317fccdf0437fb41bb7adff74d723,91,House,5addc2bec1954b87986b0b644399b730,47,House
274,02/24/2020T21:40:00 ,2020-02-24,Restaurant,"(4032478.256561955, 2940983.9681656547)",ae620b382b9f4e199b84d28448c691fb,31,Restaurant,61a82606acae4d089fd188d7a138bc57,43,Restaurant
278,02/24/2020T22:20:00 ,2020-02-24,Cinema or Theatre,"(4037156.6757481466, 2937135.2180377627)",26652c1439444a82b009eeb38a1bff21,63,Cinema or Theatre,9ea3055960374be0a1a9df2aee9c5fc7,34,Cinema or Theatre
293,02/25/2020T00:50:00 ,2020-02-25,House,"(4029488.515803109, 2992169.30154953)",a793c4e109f1478caa68e30f7a37342c,40,House,f48a833819aa448cae1d7cb9762b3b03,14,House
327,02/25/2020T06:30:00 ,2020-02-25,House,"(4041653.9075684, 2951268.1325264215)",f3a96e96d0ae41e1be4bb6cd99746be9,11,House,8f1bc81bdd23467f8fa9b52414a35df6,0,House
345,02/25/2020T09:30:00 ,2020-02-25,OW Technical,"(4042795.5614077235, 2953909.3345512166)",d4d035f76d89447bb663044843a2fbd5,54,Work,bef75ebde7d94c83b884cb1dde37db51,37,Work
349,02/25/2020T10:10:00 ,2020-02-25,OW Finance,"(4033358.5605016607, 2936010.523088661)",347a2288977a4882b8c9bddc6f6ba627,59,Work,ace08d1bc6ec40e4872b1aa8d331c17d,30,Work
351,02/25/2020T10:30:00 ,2020-02-25,OW Finance,"(4033358.5605016607, 2936010.523088661)",be9915f4b5774bd7ac270063512aa2b9,13,Work,ace08d1bc6ec40e4872b1aa8d331c17d,30,Work
353,02/25/2020T10:50:00 ,2020-02-25,OW Finance,"(4033358.5605016607, 2936010.523088661)",ffc804678de24765a90cf3e76851b9c3,56,Work,ace08d1bc6ec40e4872b1aa8d331c17d,30,Work
354,02/25/2020T11:00:00 ,2020-02-25,OW Technical,"(4041606.7638481115, 2949858.048257088)",e8eab8b1277b4a9fa5942befff710b32,48,Work,5a92f12e5caf4764b4d9604daa629207,35,Work
360,02/25/2020T12:00:00 ,2020-02-25,OW Other Services,"(4055244.4028980252, 2944431.5763387056)",3bcf7dd43faa48f999a675f6d22fee02,44,Work,e7f93c1634494ec094916c2d9c399c31,27,Work
367,02/25/2020T13:10:00 ,2020-02-25,Restaurant,"(4023177.0877043805, 2946340.338460816)",a690d49919e6487ba2b338ec9dfee64c,82,Restaurant,c3bb43a05c844260a275af3bf4ac74dd,63,Restaurant
368,02/25/2020T13:20:00 ,2020-02-25,OW Trade,"(4043404.461356204, 2946733.7628616993)",099977a70e624a958d97b2b6a4637a0d,32,Work,fcf2071291d3405fa947bcbad84a4d39,45,Work
370,02/25/2020T13:40:00 ,2020-02-25,OW Technical,"(4042795.5614077235, 2953909.3345512166)",f4d8c396313a4c72af91b90225ade72b,27,Work,bef75ebde7d94c83b884cb1dde37db51,37,Work
370,02/25/2020T13:40:00 ,2020-02-25,Restaurant,"(4023177.0877043805, 2946340.338460816)",5721a59707c64fd5b07974926be40e85,60,Restaurant,c3bb43a05c844260a275af3bf4ac74dd,63,Restaurant
371,02/25/2020T13:50:00 ,2020-02-25,OW Finance,"(4033358.5605016607, 2936010.523088661)",b693a02e3ee345ea9fb7e3b9333b4825,51,Work,ace08d1bc6ec40e4872b1aa8d331c17d,30,Work
371,02/25/2020T13:50:00 ,2020-02-25,Restaurant,"(4023177.0877043805, 2946340.338460816)",04a4ecc5177f4919babbb7e4c1113dbe,37,Work,c3bb43a05c844260a275af3bf4ac74dd,63,Restaurant
371,02/25/2020T13:50:00 ,2020-02-25,Shop,"(4049646.5892340746, 2939649.179888024)",99edce760e4a4b6ab07c2c3afe08fbff,52,Work,792d5347b71d4e2cb212e419cd4cec3a,42,Work
373,02/25/2020T14:10:00 ,2020-02-25,OW Finance,"(4033358.5605016607, 2936010.523088661)",a4b51733249146e88f2e8fb51162a028,40,Work,ace08d1bc6ec40e4872b1aa8d331c17d,30,Work
381,02/25/2020T15:30:00 ,2020-02-25,OW Finance,"(4055262.819381273, 2943916.7055416335)",f28da3ff14de445b8e5676676b9e7a61,46,Work,662be6a5269e4a9490dcb9939f56cc04,46,Work
381,02/25/2020T15:30:00 ,2020-02-25,OW Technical,"(4042795.5614077235, 2953909.3345512166)",01a3e2ec3ce54e7fab1d7a969359fa9f,51,Work,bef75ebde7d94c83b884cb1dde37db51,37,Work
384,02/25/2020T16:00:00 ,2020-02-25,OW Transport,"(4052266.933011765, 2953805.2662809277)",47de8cb8a2964e648fb70f2fb4650b84,58,Work,08eb2749240b4d8ab55a60ae944dd4b5,31,Work
384,02/25/2020T16:00:00 ,2020-02-25,OW Technical,"(4042795.5614077235, 2953909.3345512166)",cfa29204c8a24cd4b07b1e79d0b5696c,56,Work,bef75ebde7d94c83b884cb1dde37db51,37,Work
387,02/25/2020T16:30:00 ,2020-02-25,OW Technical,"(4042795.5614077235, 2953909.3345512166)",c623b0d897d34875b6d2c3888778d649,40,Work,bef75ebde7d94c83b884cb1dde37db51,37,Work
388,02/25/2020T16:40:00 ,2020-02-25,OW Finance,"(4055262.819381273, 2943916.7055416335)",ef92e15851774305b8cd1761784af43d,34,Work,662be6a5269e4a9490dcb9939f56cc04,46,Work
399,02/25/2020T18:30:00 ,2020-02-25,Indoor Sport,"(4023150.342882545, 2941130.103208646)",dbb9ebc292254b5cbfc8c4d26d66bd9f,23,Indoor Sport,96ebdd83e82e45188e1045d101f97e7b,3,Indoor Sport
465,02/26/2020T05:30:00 ,2020-02-26,House,"(4033944.2290469916, 2935986.3549801777)",726ad5e2f6124202b0f0e678f65d2a15,62,House,49b7f2a5c2074fe59a411fed157e6cc3,21,House
483,02/26/2020T08:30:00 ,2020-02-26,OW Trade,"(4043404.461356204, 2946733.7628616993)",3673e2bca1724b2cb4a212c6f24874cb,46,Work,fcf2071291d3405fa947bcbad84a4d39,45,Work
497,02/26/2020T10:50:00 ,2020-02-26,OW Trade,"(4043404.461356204, 2946733.7628616993)",39f95327a9af4c059d8e2289bc5e5815,42,Work,fcf2071291d3405fa947bcbad84a4d39,45,Work
498,02/26/2020T11:00:00 ,2020-02-26,Shop,"(4049646.5892340746, 2939649.179888024)",c08ed60ca3d2458ca8ecf2e7e242c9f8,48,Shop,792d5347b71d4e2cb212e419cd4cec3a,42,Work
504,02/26/2020T12:00:00 ,2020-02-26,OW Trade,"(4043404.461356204, 2946733.7628616993)",b46364694e9344d5876891004c812969,55,Work,fcf2071291d3405fa947bcbad84a4d39,45,Work
506,02/26/2020T12:20:00 ,2020-02-26,OW Trade,"(4043404.461356204, 2946733.7628616993)",411895aabbe14f6b90a6502ead795bbd,38,Work,fcf2071291d3405fa947bcbad84a4d39,45,Work
523,02/26/2020T15:10:00 ,2020-02-26,OW Trade,"(4039659.0930845765, 2941990.3574758284)",9a9c1f1c9fa740efa9503e40be84591a,28,Work,46d6167ec9804aefad32c1d9e6083fef,33,Work
524,02/26/2020T15:20:00 ,2020-02-26,OW Manufacturing,"(4039991.760536777, 2953186.113354967)",594c6bd066c447bd985b8a32b679484a,27,Work,c5afb911a3a34d8e880094e6327f27d0,41,Work
526,02/26/2020T15:40:00 ,2020-02-26,OW Technical,"(4041625.759021116, 2950331.301523156)",aa9e5b4f15a144538e1d56bfc8b8cc69,48,Work,c9a6e9e518494de49b9b006df1a9b20c,57,Work
527,02/26/2020T15:50:00 ,2020-02-26,OW Finance,"(4055262.819381273, 2943916.7055416335)",a5d28ba086e843289c6085d49d1057f7,55,Work,662be6a5269e4a9490dcb9939f56cc04,46,Work
532,02/26/2020T16:40:00 ,2020-02-26,Shop,"(4026552.129948622, 2960336.689520923)",bf453975cd6c44059e21a6ae7e85a364,22,Work,094bb2280b3f4fc7a8fb4b723e1c7875,12,Shop
542,02/26/2020T18:20:00 ,2020-02-26,Restaurant,"(4042340.0786589924, 2951178.237552652)",4be7c3a1b9af46c0af8f3f6d612ea87f,71,Restaurant,61a82606acae4d089fd188d7a138bc57,43,Restaurant
630,02/27/2020T09:00:00 ,2020-02-27,Secondary School,"(4051860.6141653033, 2966073.2143652076)",d5b9c3e2d75645589683480ab818d24c,12,School,ab2be7a06eff4b75a1513980b6d4648d,14,School
631,02/27/2020T09:10:00 ,2020-02-27,OW Technical,"(4042795.5614077235, 2953909.3345512166)",2c76eb4b9e5d4d0f837980464790bf99,24,Work,cfa29204c8a24cd4b07b1e79d0b5696c,56,Work
636,02/27/2020T10:00:00 ,2020-02-27,OW Trade,"(4043404.461356204, 2946733.7628616993)",8bcaf2df05b64a618589cac15011d170,32,Work,fcf2071291d3405fa947bcbad84a4d39,45,Work
647,02/27/2020T11:50:00 ,2020-02-27,OW Administration,"(4029653.8458571313, 2940329.81410457)",58c32d71749645649153af631cec95a5,39,Work,a29b7cb093b243e7b5a590eba101d20b,57,Work
651,02/27/2020T12:30:00 ,2020-02-27,OW Finance,"(4033358.5605016607, 2936010.523088661)",5f6f6e82b56f434c8a310493326ad9e2,25,Work,a4b51733249146e88f2e8fb51162a028,40,Work
654,02/27/2020T13:00:00 ,2020-02-27,OW Trade,"(4043404.461356204, 2946733.7628616993)",8c3234bd895d48cb89643b891a695680,27,Work,099977a70e624a958d97b2b6a4637a0d,32,Work
660,02/27/2020T14:00:00 ,2020-02-27,Shop,"(4032748.273961506, 2973152.4058689685)",5e36cac463bc478a82e976b10ad532e5,45,Work,d448e1b1958a49ddb4fc375656a14beb,44,Work
663,02/27/2020T14:30:00 ,2020-02-27,OW Trade,"(4043404.461356204, 2946733.7628616993)",ee3dc6a8442d4af0859f9acc919239a4,10,Work,099977a70e624a958d97b2b6a4637a0d,32,Work
664,02/27/2020T14:40:00 ,2020-02-27,OW Finance,"(4033358.5605016607, 2936010.523088661)",033f141136f740dcb1fe4fbc47b23f42,37,Work,347a2288977a4882b8c9bddc6f6ba627,59,Work
667,02/27/2020T15:10:00 ,2020-02-27,Secondary School,"(4044704.695076167, 2980573.774185032)",dbe272a1cca24e6da4d9e6ad93660014,22,School,078f537b219148149d854eb89a53ef19,19,School
668,02/27/2020T15:20:00 ,2020-02-27,OW Finance,"(4033358.5605016607, 2936010.523088661)",2d88aa3747a046af8badd015459fe337,53,Work,a4b51733249146e88f2e8fb51162a028,40,Work
